	depth	storage	outflow_rect	outflow_circ
0.0	0.0	0.0	0.0	0.0
0.1	0.1	4.076856375859998	0.0	0.0
0.2	0.2	8.153712751719999	0.01897957479043195	0.01846277979244767
0.3	0.3	12.230569127580006	0.05673247734394118	0.07100076243266115
0.4	0.4	16.307425503439998	0.18927817608549377	0.1368686962919609
0.5	0.5	20.3842818793	0.21901965146995542	0.17508476989698932
0.6	0.6	24.46113825516	0.24510614604431935	0.20345555928874368
0.7	0.7	28.53799463102	0.2686390715801114	0.22826068175215408
0.8	0.8	32.614851006879995	0.2902533813183768	0.25059343056286487
0.9	0.9	36.691707382740006	0.3103562330620341	0.27107755490073016
1.0	1.0	40.7685637586	0.32922774175170166	0.2901103216600958
1.1	1.1	71.74471386954002	0.3470705897122282	0.30796371484592355
1.2	1.2	102.72086398048006	0.36403713016205197	0.32483380973745024
1.3	1.3	133.69701409142002	0.3802453615572801	0.3408675665130881
1.4	1.4	164.67316420236006	0.3957889066617685	0.35617854003779476
1.5	1.5	195.6493143133	0.41074354133646224	0.37085665286041003
1.6	1.6	226.62546442424	0.4251716301084274	0.38497456731328683
1.7	1.7	257.60161453518003	0.43912523572720624	0.3985920022087899
1.8	1.8	288.57776464612004	0.45264835781827945	0.41175875166180215
1.9	1.9	319.55391475706006	0.4657785817190022	0.4245168538350964
2.0	2.0	350.530064868	0.47854831717116747	0.43690218534448894
2.1	2.1	455.2351255722001	0.4909857451784477	0.4489456571176718
2.2	2.2	559.9401862764001	0.5031155529725552	0.4606741271935271
2.3	2.3	664.6452469806003	0.514959512353775	0.47211110833994147
2.4	2.4	769.3503076848002	0.5265369403925533	0.4832773242294769
2.5	2.5	874.0553683889999	0.537865070497229	0.4941911520206811
2.6	2.6	978.7604290932002	0.5489593542949819	0.5048689784917328
2.7	2.7	1083.4654897974	0.5598337094763893	0.5153254895200304
2.8	2.8	1188.1705505016002	0.5705007249808027	0.5255739075558812
2.9	2.9	1292.8756112058004	0.5809718321714772	0.5356261880779292
3.0	3.0	1397.58067191	0.5912574486495554	0.5454931833744332
3.1	3.1	1614.6115788820002	0.6013670998717053	0.5551847800590076
3.2	3.2	1831.6424858540008	0.6113095226216764	0.5647100152943737
3.3	3.3	2048.673392826001	0.6210927535402321	0.5740771756212107
3.4	3.4	2265.704299798001	0.6307242052697203	0.5832938814730124
3.5	3.5	2482.735206770001	0.6402107322680038	0.5923671598328326
3.6	3.6	2699.766113742	0.6495586879553225	0.6013035070047056
3.7	3.7	2916.797020714001	0.6587739745499279	0.6101089430959057
3.8	3.8	3133.827927686001	0.6678620867045142	0.6187890595102056
3.9	3.9	3350.858834658001	0.6768281498608916	0.6273490605178887
4.0	4.0	3567.88974163	0.6856769540840594	0.6357937997813327
4.1	4.1	3942.364039184002	0.6944129840104493	0.6441278125648884
4.2	4.2	4316.838336738001	0.7030404454423848	0.652355344236518
4.3	4.3	4691.312634292	0.7115632890367547	0.6604803755700975
4.4	4.4	5065.7869318460025	0.7199852314668703	0.6685066452767483
4.5	4.5	5440.2612294	0.7283097743793575	0.6764376701273619
4.6	4.6	5814.735526954001	0.7365402214206186	0.6842767629738399
4.7	4.7	6189.2098245080015	0.7446796935678534	0.6920270489312094
4.8	4.8	6563.684122062004	0.7527311429665464	0.6996914799449676
4.9	4.9	6938.158419616002	0.7606973654485502	0.7072728479363657
5.0	5.0	7312.63271717	0.7685810118813392	0.7147737966917298
5.09851309	5.09851309	7781.53320371	0.7762691407933192	0.7220870177304917
