gen_num,diversity_within
0,0.021367314307863754
1,0.01866481465404983
2,0.017547586675730795
3,0.015047418335089567
4,0.015766041743250418
5,0.016992768090864724
6,0.015954617975536253
7,0.013783426873555629
8,0.012573344509639563
9,0.012503598897709044
10,0.011788784281620958
11,0.009197884858866462
12,0.012377445543675968
13,0.011420600671287215
14,0.011431123018530921
15,0.011142061281337047
16,0.01160541586073501
17,0.01282167863962899
18,0.01201053712550788
19,0.012908609011485226
20,0.012853699901812015
21,0.013826875990205963
22,0.01374227294341417
23,0.012867474405935945
24,0.01588785046728972
25,0.016157228373152515
26,0.014635352286773795
27,0.01360011064496796
28,0.014261397616966463
29,0.014891880864953081
30,0.013131162975075565
31,0.013473726233844005
32,0.01225531202944621
33,0.013048853074492927
34,0.012932428063368898
35,0.012792297111416781
36,0.012780363944138807
37,0.014445903626628953
38,0.013192001481207184
39,0.013208073667565807
40,0.014270391269878282
41,0.015291936978683966
42,0.014389193422083007
43,0.012978142076502733
44,0.013816451642419252
45,0.013855532976168483
46,0.012704094996944032
47,0.012647224998913468
48,0.013214518582916758
49,0.013347022587268994
50,0.014340763865177308
51,0.013926238955051863
52,0.014396198285501304
53,0.014632268001540239
54,0.013558396651349015
55,0.014034229828850857
56,0.014148703826797076
57,0.014587351035949167
58,0.014098201263976665
59,0.011878441062990418
60,0.013463725267227656
61,0.014277977450642508
62,0.013466753951183017
63,0.014215904042647711
64,0.01412988447553735
65,0.013570665055537482
66,0.013580995939702245
67,0.012198264753887123
68,0.011421609685525013
69,0.014947985052014948
70,0.013876559360837266
71,0.014041745730550285
72,0.012897164332080628
73,0.014633210190471622
74,0.013729246487867178
75,0.012734019227525721
76,0.01323565125880353
77,0.01349395538906862
78,0.013570385639440007
79,0.012681086720975962
80,0.011716439976345357
81,0.01281684966733336
82,0.011360610632821514
83,0.011593258217711146
84,0.012437697196945447
85,0.011410558096168361
86,0.012198663955852455
87,0.011544959639571991
88,0.012284321080270067
89,0.01076468021141444
90,0.011061507936507937
91,0.01026604973973395
92,0.010725641877461915
93,0.01085203108960258
94,0.010711516091508336
95,0.010237431510141306
96,0.010441514019532833
97,0.009854423292273236
98,0.010035874846737205
99,0.009900990099009901
100,0.010355555555555555
101,0.00836223506743738
102,0.00833950352675266
103,0.008663834798334526
104,0.009414141414141415
105,0.009768421052631579
106,0.00944995338588016
107,0.00794213057906708
108,0.008779862838194288
109,0.008380403883781888
110,0.008202197149643705
111,0.008242715065206454
112,0.00802129419805043
113,0.00796943231441048
114,0.008490274776165483
115,0.00786169244767971
116,0.008726389042306418
117,0.007838197214640633
118,0.007746299596319599
119,0.0077303303972943846
120,0.007932658999584315
121,0.0074015148894960745
122,0.006462799495586381
123,0.006255530804674865
124,0.0073240737685988586
125,0.006864539748953975
126,0.006527759461954372
127,0.006794359657209191
128,0.007059057466693179
129,0.00688998253691062
130,0.006608412415045883
131,0.0070065309745735846
132,0.007189094983194324
133,0.007280610924152213
134,0.006873068919856233
135,0.006330054384974294
136,0.007030257982594692
137,0.00666164280331575
138,0.006650396583282489
139,0.006545230009262118
140,0.007076806944706549
141,0.007247067798226376
142,0.007344503098462245
143,0.007278962181747598
144,0.007421092184368737
145,0.007521826729348556
146,0.006659166235898684
147,0.006436990027198549
148,0.007132064067694168
149,0.0067882531173522895
150,0.0063951143630811775
151,0.006202560326271666
152,0.006541100890640969
153,0.006156747462421654
154,0.006127824760848468
155,0.0058802014461356664
156,0.005971253434791799
157,0.00636924401090231
158,0.006068392422710002
159,0.006057819725775482
160,0.006105870020964361
161,0.005912278289564142
162,0.0058245964386753205
163,0.005544490499004145
164,0.00613677778968807
165,0.006095227682720166
166,0.005736287914505736
167,0.005857119287246329
168,0.006016168452716676
169,0.00618141605466867
170,0.006219368891691267
171,0.005976532514530102
172,0.006633356305995865
173,0.0065365224528080666
174,0.0063384561951897195
175,0.006146401156969629
176,0.006394648829431438
177,0.006015845306834967
178,0.006090432040022839
179,0.006201251274701651
180,0.00645581448027862
181,0.006100912388699572
182,0.005827285725847789
183,0.005724038335302613
184,0.005861424658936753
185,0.005887998339947605
186,0.006007345225603358
187,0.006101785238475886
188,0.006244377414404403
189,0.005822272659989145
190,0.005991202790838769
191,0.00621767072469826
192,0.0066221628838451264
193,0.00668395583241986
194,0.006515431284621472
195,0.006270247674783154
196,0.006996515679442508
197,0.006470572376048098
198,0.006182900012934938
199,0.006135601959267853
200,0.006211666449171343
