gen_num,diversity_within
0,0.021367314307863754
1,0.01866481465404983
2,0.017547586675730795
3,0.015047418335089567
4,0.015766041743250418
5,0.016992768090864724
6,0.015954617975536253
7,0.013783426873555629
8,0.012573344509639563
9,0.012503598897709044
10,0.011788784281620958
11,0.009197884858866462
12,0.012377445543675968
13,0.011420600671287215
14,0.011431123018530921
15,0.011142061281337047
16,0.01160541586073501
17,0.01282167863962899
18,0.01201053712550788
19,0.012908609011485226
20,0.012853699901812015
21,0.013826875990205963
22,0.01374227294341417
23,0.012867474405935945
24,0.01588785046728972
25,0.016157228373152515
26,0.014635352286773795
27,0.01360011064496796
28,0.014261397616966463
29,0.014891880864953081
30,0.013131162975075565
31,0.013473726233844005
32,0.01225531202944621
33,0.013048853074492927
34,0.012932428063368898
35,0.012792297111416781
36,0.012780363944138807
37,0.014445903626628953
38,0.013192001481207184
39,0.013208073667565807
40,0.014270391269878282
41,0.015291936978683966
42,0.014389193422083007
43,0.012978142076502733
44,0.013816451642419252
45,0.013855532976168483
46,0.012704094996944032
47,0.012647224998913468
48,0.013214518582916758
49,0.013347022587268994
50,0.014340763865177308
51,0.013926238955051863
52,0.014396198285501304
53,0.014632268001540239
54,0.013558396651349015
55,0.014034229828850857
56,0.014148703826797076
57,0.014587351035949167
58,0.014098201263976665
59,0.011878441062990418
60,0.013463725267227656
61,0.014277977450642508
62,0.013466753951183017
63,0.014215904042647711
64,0.01412988447553735
65,0.013570665055537482
66,0.013580995939702245
67,0.012198264753887123
68,0.011421609685525013
69,0.014947985052014948
70,0.013876559360837266
71,0.014041745730550285
72,0.012897164332080628
73,0.014633210190471622
74,0.013729246487867178
75,0.012734019227525721
76,0.01323565125880353
77,0.01349395538906862
78,0.013570385639440007
79,0.012681086720975962
80,0.011716439976345357
81,0.01281684966733336
82,0.011360610632821514
83,0.011593258217711146
84,0.012437697196945447
85,0.011410558096168361
86,0.012198663955852455
87,0.011544959639571991
88,0.012284321080270067
89,0.01076468021141444
90,0.011061507936507937
91,0.01026604973973395
92,0.010725641877461915
93,0.01085203108960258
94,0.010711516091508336
95,0.010237431510141306
96,0.010441514019532833
97,0.009854423292273236
98,0.010035874846737205
99,0.009900990099009901
100,0.010355555555555555
101,0.009763340232160533
102,0.009692906966210708
103,0.008920452085047418
104,0.010551580472783262
105,0.01020004396570675
106,0.009772129710780017
107,0.00931595521343597
108,0.009902673296782693
109,0.010123985371510123
110,0.00963382737576286
111,0.009536174785100287
112,0.009834619625137818
113,0.00970443568041831
114,0.009362100514915529
115,0.009646733062391138
116,0.01007182015213973
117,0.009209390289026847
118,0.008843678638156528
119,0.008346374543557642
120,0.009372953503601834
121,0.009325837800148168
122,0.008490370677158831
123,0.008631942397574635
124,0.008786859291509994
125,0.008610792192881744
126,0.008575883575883576
127,0.00867480383609416
128,0.008826454500248633
129,0.009257284245552664
130,0.00886852723604573
131,0.009546848675968724
132,0.009468765371372355
133,0.009435940448731391
134,0.009131272514032002
135,0.008894270920327376
136,0.008756702542144041
137,0.009177359744196669
138,0.00935823138012449
139,0.008819369331891173
140,0.008706419533335914
141,0.00925625202987983
142,0.008920038228735267
143,0.009367974019485387
144,0.008752816043136241
145,0.009464655427388346
146,0.009791210265122726
147,0.009281045751633988
148,0.009556203433754453
149,0.009893002717391304
150,0.009546744646082395
151,0.00960568445984473
152,0.00871222433977675
153,0.009640856385981673
154,0.009629210056206702
155,0.008623891066639158
156,0.008789670192906036
157,0.009035409035409036
158,0.009325380156263127
159,0.009477068877982739
160,0.008862348332128865
161,0.008713625678852232
162,0.008534156947210143
163,0.008391380504297528
164,0.008950906816760475
165,0.009324691616140498
166,0.008828509231637508
167,0.009394019581899974
168,0.008771242853786514
169,0.008914332447352279
170,0.00885605844182345
171,0.008823410369530903
172,0.00849264705882353
173,0.009190949181881878
174,0.009122339317699004
175,0.008924965673208949
176,0.008940595540924735
177,0.0092615562722236
178,0.009021345146999597
179,0.009470892789493623
180,0.008347367650289228
181,0.008810223033574094
182,0.008678184009642426
183,0.008948729526702516
184,0.008405520481573924
185,0.00939297389001531
186,0.009333985489524741
187,0.009089104981147053
188,0.008557235577794699
189,0.009424167398770066
190,0.009724672766813016
191,0.009469244847616774
192,0.009126706657343686
193,0.010140342337957329
194,0.009887118725482348
195,0.009538571598903063
196,0.009273970072048771
197,0.009232544720138488
198,0.009521153692932834
199,0.009555162999839408
200,0.008337712383955158
